title,doi,journal
"A gene deriving from the ancestral sex chromosomes was lost from the X and retained on the Y chromosome in eutherian mammals",https://doi.org/10.1186/s12915-022-01338-8,"BMC Biology"
"The development and validation of the Japanese version of job satisfaction scale: a cross-sectional study on home healthcare nurses",https://doi.org/10.1186/s13104-022-06092-2,"BMC Research Notes"
"MicroRNA expression profile of chicken cecum in different stages during Histomonas meleagridis infection",https://doi.org/10.1186/s12917-022-03316-2,"BMC Veterinary Research"
"Changing trends of obesity and lipid profiles among Bangkok school children after comprehensive management of the bright and healthy Thai kid project",https://doi.org/10.1186/s12889-022-13712-w,"BMC Public Health"
"The feasibility and efficacy of computer-assisted screw inserting planning in the surgical treatment for severe spinal deformity: a prospective study",https://doi.org/10.1186/s12893-022-01711-y,"BMC Surgery"
"Evaluating the cardioprotective effect of metformin on myocardial ischemia–reperfusion injury using dynamic 18F-FDG micro-PET/CT imaging",https://doi.org/10.1186/s12872-022-02750-2,"BMC Cardiovascular Disorders"
"Public procurement of antineoplastic agents used for treating breast cancer in Brazil between 2013 and 2019",https://doi.org/10.1186/s12885-022-09851-3,"BMC Cancer"
"Results of the Cologne Corona surveillance (CoCoS) study – a prospective population-based cohort study: incidence data and potential underestimation of new SARS-CoV-2 adult infections by health authorities",https://doi.org/10.1186/s12889-022-13745-1,"BMC Public Health"
"Vacuolin-1 enhances RA-induced differentiation of human myeloblastic leukemia cells: evidence for involvement of a CD11b/FAK/LYN/SLP-76 axis subject to endosomal regulation that drives late differentiation steps",https://doi.org/10.1186/s13578-022-00911-6,"Cell & Bioscience"
"Interplay of pandemic and seasonal parameters in dental emergency service",https://doi.org/10.1186/s12903-022-02524-4,"BMC Oral Health"
"Decellularized bovine ovarian niche restored the function of cumulus and endothelial cells",https://doi.org/10.1186/s13104-022-06233-7,"BMC Research Notes"
"The interaction between antenatal care and abnormal temperature during delivery and its relationship with postpartum care: a prospective study of 1,538 women in semi-rural Uganda",https://doi.org/10.1186/s12884-022-05207-8,"BMC Pregnancy and Childbirth"
"Analysis of long non-coding RNA expression profile of bovine monocyte-macrophage infected by Mycobacterium avium subsp. paratuberculosis",https://doi.org/10.1186/s12864-022-08997-5,"BMC Genomics"
"High-risk diagnosis combinations in patients undergoing interhospital transfer: a retrospective observational study",https://doi.org/10.1186/s12873-022-00742-1,"BMC Emergency Medicine"
"Chromosomal analysis of 262 miscarried conceptuses: a retrospective study",https://doi.org/10.1186/s12884-022-05246-1,"BMC Pregnancy and Childbirth"
"Analysis and comparison of tear protein profiles in dogs using different tear collection methods",https://doi.org/10.1186/s12917-022-03543-7,"BMC Veterinary Research"
"Changes in intraocular pressure and ocular pulse amplitude of rhesus macaques after blue light scleral cross-linking",https://doi.org/10.1186/s12886-022-02306-0,"BMC Ophthalmology"
"﻿Demography of an invading forest insect reunited with hosts and parasitoids from its native range",https://doi.org/10.3897/neobiota.72.75392,"NeoBiota"
"Cross-cultural translation and psychometric properties of the Persian version Manchester respiratory activities of daily living questionnaire (MRADLQ-P)",https://doi.org/10.1186/s12890-022-01920-4,"BMC Pulmonary Medicine"
"Misidentification of preformed anti-HLA-DP antibodies leads to antibody-mediated kidney transplant rejection: a case report",https://doi.org/10.1186/s12882-022-02807-6,"BMC Nephrology"
"Transcriptome dataset of six human pathogen RNA viruses generated by nanopore sequencing",https://doi.org/10.1016/j.dib.2022.108386,"Data in Brief"
"Long-term effectiveness and trajectories of change after treatment with SMART, a transdiagnostic CBT for adolescents with emotional problems",https://doi.org/10.1186/s40359-022-00872-y,"BMC Psychology"
"Explaining regional variation in elective hip and knee arthroplasties in Finland 2010 − 2017—a register-based cohort study",https://doi.org/10.1186/s12913-022-08305-7,"BMC Health Services Research"
"Characterization of polymorphic microsatellite markers for the Japanese endangered land snail Mandarina",https://doi.org/10.1186/s13104-022-06147-4,"BMC Research Notes"
"Brainstem lesions are associated with diffuse spinal cord involvement in early multiple sclerosis",https://doi.org/10.1186/s12883-022-02778-z,"BMC Neurology"
"Estimating the risk of SARS-CoV-2 deaths using a Markov switching-volatility model combined with heavy-tailed distributions for South Africa",https://doi.org/10.1186/s12889-022-14249-8,"BMC Public Health"
"Dataset of experimental study investigation of airflow and heat transfer in an insulated box equipped with a phase change material",https://doi.org/10.1016/j.dib.2022.108696,"Data in Brief"
"Can the level of HbA1C predict diabetic retinopathy among type II diabetic patients?",https://doi.org/10.1186/s12886-022-02608-3,"BMC Ophthalmology"
"The Persian version of the psychological flexibility in sport scale: a psychometric study",https://doi.org/10.1186/s40359-022-00962-x,"BMC Psychology"
"Research attitudes, practice and literacy among Kenyan palliative care healthcare professionals: an observational, cross-sectional online survey",https://doi.org/10.1186/s12904-022-01091-3,"BMC Palliative Care"
"Chest radiography in children aged 2–59 months enrolled in the Innovative Treatments in Pneumonia (ITIP) project in Lilongwe Malawi: a secondary analysis",https://doi.org/10.1186/s12887-021-03091-3,"BMC Pediatrics"
"Implementation evaluation of a collective impact initiative to promote adolescent health in Oklahoma County, USA",https://doi.org/10.1186/s12889-021-12482-1,"BMC Public Health"
"Proteomics and image screening data of cellular secretomes and their biological effects: Comparing the signals sent by cardiac stromal cells and dermal fibroblasts in culture",https://doi.org/10.1016/j.dib.2022.107963,"Data in Brief"
"Data of range of thoracic kyphosis and lumbar lordosis between line and staff personnel of armed forces in Kermanshah, Iran",https://doi.org/10.1016/j.dib.2022.108194,"Data in Brief"
"Assigning protein function from domain-function associations using DomFun",https://doi.org/10.1186/s12859-022-04565-6,"BMC Bioinformatics"
"Towards optimal treatment selection for borderline personality disorder patients (BOOTS): a study protocol for a multicenter randomized clinical trial comparing schema therapy and dialectical behavior therapy",https://doi.org/10.1186/s12888-021-03670-9,"BMC Psychiatry"
"The feasibility of using life skills training in primary schools to improve mental health and academic performance: a pilot study in Kenya",https://doi.org/10.1186/s12888-022-03781-x,"BMC Psychiatry"
"Environmental data and methods from the Accumulating Data to Optimally Predict Obesity Treatment (ADOPT) core measures environmental working group",https://doi.org/10.1016/j.dib.2022.108002,"Data in Brief"
"RNA-Seq reveals miRNA role in thermogenic regulation in brown adipose tissues of goats",https://doi.org/10.1186/s12864-022-08401-2,"BMC Genomics"
"Using genomic epidemiology of SARS-CoV-2 to support contact tracing and public health surveillance in rural Humboldt County, California",https://doi.org/10.1186/s12889-022-12790-0,"BMC Public Health"
"Association between short-term neurological outcomes and extreme hyperoxia in patients with out-of-hospital cardiac arrest who underwent extracorporeal cardiopulmonary resuscitation: a retrospective observational study from a multicenter registry",https://doi.org/10.1186/s12872-022-02598-6,"BMC Cardiovascular Disorders"
"Demographics of road injuries and micromobility injuries among China, India, Japan, and the United States population: evidence from an age-period-cohort analysis",https://doi.org/10.1186/s12889-022-13152-6,"BMC Public Health"
"Factors associated with fetal karyotype in spontaneous abortion: a case-case study",https://doi.org/10.1186/s12884-022-04491-8,"BMC Pregnancy and Childbirth"
"A toolkit to rapidly modify root systems through single plant selection",https://doi.org/10.1186/s13007-021-00834-2,"Plant Methods"
"Genome-wide identification of MITE-derived microRNAs and their targets in bread wheat",https://doi.org/10.1186/s12864-022-08364-4,"BMC Genomics"
"Fear of childbirth and its predictors in re-pregnant women after cesarean section: a cross-sectional multicenter study in China",https://doi.org/10.1186/s12884-022-04721-z,"BMC Pregnancy and Childbirth"
"Erector spinae plane block vs interscalene brachial plexus block for postoperative analgesia management in patients who underwent shoulder arthroscopy",https://doi.org/10.1186/s12871-022-01687-5,"BMC Anesthesiology"
"Maternal mortality study in the Eastern Democratic Republic of the Congo",https://doi.org/10.1186/s12884-022-04783-z,"BMC Pregnancy and Childbirth"
"Chromosome-level genome assembly of the black widow spider<i>Latrodectus elegans</i>illuminates composition and evolution of venom and silk proteins",https://doi.org/10.1093/gigascience/giac049,"GigaScience"
"Unraveling metabolic patterns and molecular mechanisms underlying storability in sugar beet",https://doi.org/10.1186/s12870-022-03784-6,"BMC Plant Biology"
"The impact of human resources for health on the health outcomes of Chinese people",https://doi.org/10.1186/s12913-022-08540-y,"BMC Health Services Research"
"Workplace violence and its associated factors among nurses working in public hospitals of eastern Ethiopia: a cross-sectional study",https://doi.org/10.1186/s12912-022-01078-8,"BMC Nursing"
"Stressors related to the Covid-19 pandemic, climate change, and the Ukraine crisis, and their impact on stress symptoms in Germany: analysis of cross-sectional survey data",https://doi.org/10.1186/s12889-022-14682-9,"BMC Public Health"
"Calculating variant penetrance from family history of disease and average family size in population-scale data",https://doi.org/10.1186/s13073-022-01142-7,"Genome Medicine"
"Prevalence of depressive symptoms and correlated factors among pregnant women during their second and third trimesters in northwest rural China: a cross-sectional study",https://doi.org/10.1186/s12884-021-04340-0,"BMC Pregnancy and Childbirth"
"Using communities of practice as a lens for exploring experiential pharmacy learning in general practice: Are communities of practice the way forward in changing the training culture in pharmacy?",https://doi.org/10.1186/s12909-021-03079-8,"BMC Medical Education"
"Seroprevalence of anti-SARS-CoV-2 antibodies among staff at primary healthcare institutions in Prishtina",https://doi.org/10.1186/s12879-022-07038-6,"BMC Infectious Diseases"
"Malignancy prediction of cutaneous and subcutaneous neoplasms in canines using B-mode ultrasonography, Doppler, and ARFI elastography",https://doi.org/10.1186/s12917-021-03118-y,"BMC Veterinary Research"
"Transcriptional landscape of circulating platelets from patients with COVID-19 reveals key subnetworks and regulators underlying SARS-CoV-2 infection: implications for immunothrombosis",https://doi.org/10.1186/s13578-022-00750-5,"Cell & Bioscience"
"Depressive symptomatology, temperament and oxytocin serum levels in a sample of healthy female university students",https://doi.org/10.1186/s40359-022-00744-5,"BMC Psychology"
"Identification of a novel m6A-related lncRNA pair signature for predicting the prognosis of gastric cancer patients",https://doi.org/10.1186/s12876-022-02159-3,"BMC Gastroenterology"
"The EurOPDX Data Portal: an open platform for patient-derived cancer xenograft data sharing and visualization",https://doi.org/10.1186/s12864-022-08367-1,"BMC Genomics"
"Symptoms of internet gaming disorder among male college students in Nanchong, China",https://doi.org/10.1186/s12888-022-03778-6,"BMC Psychiatry"
"UK children’s sleep and anxiety during the COVID-19 pandemic",https://doi.org/10.1186/s40359-022-00729-4,"BMC Psychology"
"CD4, CD8 and natural killer cells are depressed in patients with alopecia areata: their association with disease activity",https://doi.org/10.1186/s12865-022-00486-4,"BMC Immunology"
"Three-dimensional structured illumination microscopy data of mitochondria and lysosomes in cardiomyoblasts under normal and galactose-adapted conditions",https://doi.org/10.1038/s41597-022-01207-7,"Scientific Data"
"Integration of genetic colocalizations with physiological and pharmacological perturbations identifies cardiometabolic disease genes",https://doi.org/10.1186/s13073-022-01036-8,"Genome Medicine"
"Impaired functional network properties contribute to white matter hyperintensity related cognitive decline in patients with cerebral small vessel disease",https://doi.org/10.1186/s12880-022-00769-7,"BMC Medical Imaging"
"Decoding ceRNA regulatory network in the pulmonary artery of hypoxia-induced pulmonary hypertension (HPH) rat model",https://doi.org/10.1186/s13578-022-00762-1,"Cell & Bioscience"
"Predictive validity of the Stopping Elderly Accidents, Deaths &amp; Injuries (STEADI) program fall risk screening algorithms among community-dwelling Thai elderly",https://doi.org/10.1186/s12916-022-02280-w,"BMC Medicine"
"The impact of nucleic acid testing to detect human immunodeficiency virus, hepatitis C virus, and hepatitis B virus yields from a single blood center in China with 10-years review",https://doi.org/10.1186/s12879-022-07279-5,"BMC Infectious Diseases"
"Generation of immunodeficient pig with hereditary tyrosinemia type 1 and their preliminary application for humanized liver",https://doi.org/10.1186/s13578-022-00760-3,"Cell & Bioscience"
"Study protocol of a randomized controlled trial comparing two linkage models for HIV prevention and treatment in justice-involved persons",https://doi.org/10.1186/s12879-022-07354-x,"BMC Infectious Diseases"
"Aerosol exposure of staff during dental treatments: a model study",https://doi.org/10.1186/s12903-022-02155-9,"BMC Oral Health"
"Examining the sustainability and effectiveness of co-created physical activity interventions in vocational education and training: a multimethod evaluation",https://doi.org/10.1186/s12889-022-13133-9,"BMC Public Health"
"﻿Three new species of Candolleomyces (Agaricomycetes, Agaricales, Psathyrellaceae) from the Yanshan Mountains in China",https://doi.org/10.3897/mycokeys.88.81437,"MycoKeys"
"Autism spectrum disorders as a risk factor for adolescent self-harm: a retrospective cohort study of 113,286 young people in the UK",https://doi.org/10.1186/s12916-022-02329-w,"BMC Medicine"
"Development and evaluation of an electronic nursing documentation system",https://doi.org/10.1186/s12912-021-00790-1,"BMC Nursing"
"A CYC–RAD–DIV–DRIF interaction likely pre-dates the origin of floral monosymmetry in Lamiales",https://doi.org/10.1186/s13227-021-00187-w,"EvoDevo"
"The BOOST paediatric advance care planning intervention for adolescents with cancer and their parents: development, acceptability and feasibility",https://doi.org/10.1186/s12887-022-03247-9,"BMC Pediatrics"
"Comparative transcriptome analysis identifies crucial candidate genes and pathways in the hypothalamic-pituitary-gonadal axis during external genitalia development of male geese",https://doi.org/10.1186/s12864-022-08374-2,"BMC Genomics"
"White and non-White Australian mental health care practitioners’ desirable responding, cultural competence, and racial/ethnic attitudes",https://doi.org/10.1186/s40359-022-00818-4,"BMC Psychology"
"Monocyte count and soluble markers of monocyte activation in people living with HIV and uninfected controls",https://doi.org/10.1186/s12879-022-07450-y,"BMC Infectious Diseases"
"Methylated Septin9 has moderate diagnostic value in colorectal cancer detection in Chinese population: a multicenter study",https://doi.org/10.1186/s12876-022-02313-x,"BMC Gastroenterology"
"Burnout and the role of authentic leadership in academic medicine",https://doi.org/10.1186/s12913-022-08034-x,"BMC Health Services Research"
"Identification of a novel autophagy-related prognostic signature and small molecule drugs for glioblastoma by bioinformatics",https://doi.org/10.1186/s12920-022-01261-5,"BMC Medical Genomics"
"Patient navigator team perceptions on the implementation of a citywide breast cancer patient navigation protocol: a qualitative study",https://doi.org/10.1186/s12913-022-08090-3,"BMC Health Services Research"
"Looking back: Identifying supportive care and unmet needs of parents of children receiving specialist paediatric palliative care from the bereavement perspective",https://doi.org/10.1186/s12904-022-00971-y,"BMC Palliative Care"
"The identification and validation of EphA7 hypermethylation, a novel biomarker, in cervical cancer",https://doi.org/10.1186/s12885-022-09653-7,"BMC Cancer"
"Effects of childhood obesity and related genetic factors on precocious puberty: protocol for a multi-center prospective cohort study",https://doi.org/10.1186/s12887-022-03350-x,"BMC Pediatrics"
"Risk prediction of 30-day mortality after stroke using machine learning: a nationwide registry-based cohort study",https://doi.org/10.1186/s12883-022-02722-1,"BMC Neurology"
"Development and assessment of PharmaCheck: an electronic screening tool for the prevention of twenty major adverse drug events",https://doi.org/10.1186/s12911-022-01885-8,"BMC Medical Informatics and Decision Making"
"Growing up during a public health crisis: a qualitative study of Born in Bradford early adolescents during Covid-19",https://doi.org/10.1186/s40359-022-00851-3,"BMC Psychology"
"Ileum tissue single-cell mRNA sequencing elucidates the cellular architecture of pathophysiological changes associated with weaning in piglets",https://doi.org/10.1186/s12915-022-01321-3,"BMC Biology"
"Data quality and associated factors in the health management information system at health centers in Shashogo district, Hadiya zone, southern Ethiopia, 2021",https://doi.org/10.1186/s12911-022-01898-3,"BMC Medical Informatics and Decision Making"
"Parental care and depressive symptoms among Chinese medical students: roles of empathy and gender",https://doi.org/10.1186/s12909-022-03524-2,"BMC Medical Education"
"Exploring the environmental determinants of food choice among Haudenosaunee female youth",https://doi.org/10.1186/s12889-022-13434-z,"BMC Public Health"
"Synergistic anti-SARS-CoV-2 activity of repurposed anti-parasitic drug combinations",https://doi.org/10.1186/s40360-022-00580-8,"BMC Pharmacology and Toxicology"
"Evaluation of PD-L1 and B7-H3 expression as a predictor of response to adjuvant chemotherapy in bladder cancer",https://doi.org/10.1186/s12894-022-01044-1,"BMC Urology"
"Prepregnancy body mass index, gestational weight gain, and maternal prepartum inflammation in normal pregnancies: findings from a Chinese cohort",https://doi.org/10.1186/s12884-022-04849-y,"BMC Pregnancy and Childbirth"
"Barriers and enablers to utilisation of the WHO surgical safety checklist at the university teaching hospital in Lusaka, Zambia: a qualitative study",https://doi.org/10.1186/s12913-022-08257-y,"BMC Health Services Research"
"﻿Long-term changes in the prevalence of the crayfish plague pathogen and its genotyping in invasive crayfish species in Czechia",https://doi.org/10.3897/neobiota.74.79087,"NeoBiota"
"Comparison of accuracy and safety between second-generation TiRobot-assisted and free-hand thoracolumbar pedicle screw placement",https://doi.org/10.1186/s12893-022-01723-8,"BMC Surgery"
"Knowledge, practice and associated factors of nurses towards prevention of catheter-associated urinary tract infection in intensive care unit of public hospitals administered by Federal Government in Addis Ababa, Ethiopia: a cross-sectional institutional-based study",https://doi.org/10.1186/s12912-022-00968-1,"BMC Nursing"
"Associations of multiple chronic disease and depressive symptoms with incident stroke among Chinese middle-aged and elderly adults: a nationwide population-based cohort study",https://doi.org/10.1186/s12877-022-03329-4,"BMC Geriatrics"
"CPMCP: a database of Chinese patent medicine and compound prescription",https://doi.org/10.1093/database/baac073,"Database"
"A genetic model for central chondrosarcoma evolution correlates with patient outcome",https://doi.org/10.1186/s13073-022-01084-0,"Genome Medicine"
"TILES-2019: A longitudinal physiologic and behavioral data set of medical residents in an intensive care unit",https://doi.org/10.1038/s41597-022-01636-4,"Scientific Data"
"Weak inclusion of the medical humanities in medical education: a qualitative study among Danish medical students",https://doi.org/10.1186/s12909-022-03723-x,"BMC Medical Education"
"Plastome structure, phylogenomics, and divergence times of tribe Cinnamomeae (Lauraceae)",https://doi.org/10.1186/s12864-022-08855-4,"BMC Genomics"
"The duration of protection against clinical malaria provided by the combination of seasonal RTS,S/AS01E vaccination and seasonal malaria chemoprevention versus either intervention given alone",https://doi.org/10.1186/s12916-022-02536-5,"BMC Medicine"
"Effects of pendulum appliance versus clear aligners in the vertical dimension during Class II malocclusion treatment: a randomized prospective clinical trial",https://doi.org/10.1186/s12903-022-02483-w,"BMC Oral Health"
"Systematic description of an interdisciplinary multimodal pain treatment programme for patients with chronic musculoskeletal pain, using the TIDieR checklist",https://doi.org/10.1186/s13104-022-06211-z,"BMC Research Notes"
"DENSEN: a convolutional neural network for estimating chronological ages from panoramic radiographs",https://doi.org/10.1186/s12859-022-04935-0,"BMC Bioinformatics"
"The relationship between serum C-reactive protein and senile hypertension",https://doi.org/10.1186/s12872-022-02948-4,"BMC Cardiovascular Disorders"
"Evaluation of neutrophil-to-lymphocyte ratio and platelet-to-lymphocyte ratio as potential markers for ulcerative colitis: a retrospective study",https://doi.org/10.1186/s12876-022-02571-9,"BMC Gastroenterology"
"Men’s conceptualization of gender-based violence directed to women in Alexandra Township, Johannesburg, South Africa",https://doi.org/10.1186/s12889-022-14616-5,"BMC Public Health"
"OpenMRG: Open data from Microwave links, Radar, and Gauges for rainfall quantification in Gothenburg, Sweden",https://doi.org/10.5194/essd-14-5411-2022,"Earth system science data"
"Impact of interprofessional collaborative practice in palliative care on outcomes for advanced cancer inpatients in a resource-limited setting",https://doi.org/10.1186/s12904-022-01121-0,"BMC Palliative Care"
"NADH oxidase of Mycoplasma synoviae is a potential diagnostic antigen, plasminogen/fibronectin binding protein and a putative adhesin",https://doi.org/10.1186/s12917-022-03556-2,"BMC Veterinary Research"
"Links between obesity, weight stigma and learning in adolescence: a qualitative study",https://doi.org/10.1186/s12889-022-12538-w,"BMC Public Health"
"Overlap between irritable bowel syndrome and common gastrointestinal diagnoses: a retrospective cohort study of 29,553 outpatients in Germany",https://doi.org/10.1186/s12876-022-02118-y,"BMC Gastroenterology"
"Integrating simulation training during clinical practice in nursing homes: an experimental study of nursing students’ knowledge acquisition, self-efficacy and learning needs",https://doi.org/10.1186/s12912-022-00824-2,"BMC Nursing"
"Risk factors associated with intraoperative shivering during caesarean section: a prospective nested case-control study",https://doi.org/10.1186/s12871-022-01596-7,"BMC Anesthesiology"
"Assessment of oral health status in a Ghanaian population: rationale, methods, and population characteristics",https://doi.org/10.1186/s12903-022-02090-9,"BMC Oral Health"
"Understanding breast cancer risk factors: is there any mismatch between laywomen perceptions and expert opinions",https://doi.org/10.1186/s12885-022-09372-z,"BMC Cancer"
"Impacts of bariatric surgery in health outcomes and health care costs in Brazil: Interrupted time series analysis of multi-panel data",https://doi.org/10.1186/s12913-021-07432-x,"BMC Health Services Research"
"Projected number of osteoarthritis patients in Austria for the next decades – quantifying the necessity of treatment and prevention strategies in Europe",https://doi.org/10.1186/s12891-022-05091-5,"BMC Musculoskeletal Disorders"
"Labor induction in China: a nationwide survey",https://doi.org/10.1186/s12884-022-04760-6,"BMC Pregnancy and Childbirth"
"The relation between MIND diet with psychological disorders and psychological stress among Iranian adults",https://doi.org/10.1186/s12888-022-04128-2,"BMC Psychiatry"
"Medical science students’ experiences of test anxiety: a phenomenological study",https://doi.org/10.1186/s40359-022-00896-4,"BMC Psychology"
"A multidevice and multimodal dataset for human energy expenditure estimation using wearable devices",https://doi.org/10.1038/s41597-022-01643-5,"Scientific Data"
"Effectiveness of fluoride-containing toothpastes associated with different technologies to remineralize enamel after pH cycling: an in vitro study",https://doi.org/10.1186/s12903-022-02429-2,"BMC Oral Health"
"Association of lactate to albumin ratio and bicarbonate with short-term mortality risk in patients with acute myocardial infarction",https://doi.org/10.1186/s12872-022-02902-4,"BMC Cardiovascular Disorders"
"Development and validation of machine learning-based risk prediction models of oral squamous cell carcinoma using salivary autoantibody biomarkers",https://doi.org/10.1186/s12903-022-02607-2,"BMC Oral Health"
"Population-based cohort study: proton pump inhibitor use during pregnancy in Sweden and the risk of maternal and neonatal adverse events",https://doi.org/10.1186/s12916-022-02673-x,"BMC Medicine"
"Nursing allocation in isolation wards of COVID-19 designated hospitals: a nationwide study in China",https://doi.org/10.1186/s12912-021-00795-w,"BMC Nursing"
"Patients’ experiences of attending emergency departments where primary care services are located: qualitative findings from patient and clinician interviews from a realist evaluation",https://doi.org/10.1186/s12873-021-00562-9,"BMC Emergency Medicine"
"Trends and burden of diabetes in pregnancy among Aboriginal and non-Aboriginal mothers in Western Australia, 1998–2015",https://doi.org/10.1186/s12889-022-12663-6,"BMC Public Health"
"Monocyte to high-density lipoprotein cholesterol ratio and serum uric acid in Chinese adults: a cross-sectional study",https://doi.org/10.1186/s12902-022-00966-z,"BMC Endocrine Disorders"
"Overexpression of the Salix matsudana SmAP2-17 gene improves Arabidopsis salinity tolerance by enhancing the expression of SOS3 and ABI5",https://doi.org/10.1186/s12870-022-03487-y,"BMC Plant Biology"
"Family matters in Canada: understanding and addressing family homelessness in Ontario",https://doi.org/10.1186/s12889-022-13028-9,"BMC Public Health"
"The Xenopus phenotype ontology: bridging model organism phenotype data to human health and development",https://doi.org/10.1186/s12859-022-04636-8,"BMC Bioinformatics"
"Dopamine D1- and D2-like receptors oppositely regulate lifespan via a dietary restriction mechanism in Caenorhabditis elegans",https://doi.org/10.1186/s12915-022-01272-9,"BMC Biology"
"Establishment of patient-derived organoids and a characterization-based drug discovery platform for treatment of pancreatic cancer",https://doi.org/10.1186/s12885-022-09619-9,"BMC Cancer"
"The impact of small-group virtual patient simulator training on perceptions of individual learning process and curricular integration: a multicentre cohort study of nursing and medical students",https://doi.org/10.1186/s12909-022-03426-3,"BMC Medical Education"
"Low awareness of oral and injectable PrEP among high-risk adolescent girls and young women in Kampala, Uganda",https://doi.org/10.1186/s12879-022-07398-z,"BMC Infectious Diseases"
"Clinical outcomes and visual prognostic factors in congenital aniridia",https://doi.org/10.1186/s12886-022-02460-5,"BMC Ophthalmology"
"Job crafting and employees’ general health: the role of work–nonwork facilitation and perceived boundary control",https://doi.org/10.1186/s12889-022-13569-z,"BMC Public Health"
"The effect of childhood socioeconomic status on depressive symptoms in middle-old age: the mediating role of life satisfaction",https://doi.org/10.1186/s12888-022-04046-3,"BMC Psychiatry"
"Associations of multicomponent exercise and aspects of physical performance with frailty trajectory in older adults",https://doi.org/10.1186/s12877-022-03246-6,"BMC Geriatrics"
"Therapeutic potential of hair follicle-derived stem cell intranasal transplantation in a rat model of ischemic stroke",https://doi.org/10.1186/s12868-022-00732-w,"BMC Neuroscience"
"Increased blood-based intratumor heterogeneity (bITH) is associated with unfavorable outcomes of immune checkpoint inhibitors plus chemotherapy in non-small cell lung cancer",https://doi.org/10.1186/s12916-022-02444-8,"BMC Medicine"
"Cluster randomised trials with a binary outcome and a small number of clusters: comparison of individual and cluster level analysis method",https://doi.org/10.1186/s12874-022-01699-2,"BMC Medical Research Methodology"
"Predictive factors for open reduction of flexion-type supracondylar fracture of humerus in children",https://doi.org/10.1186/s12891-022-05798-5,"BMC Musculoskeletal Disorders"
"A nationwide cross-sectional review of in-hospital hepatitis B virus testing and disease burden estimation in Ghana, 2016 - 2021",https://doi.org/10.1186/s12889-022-14618-3,"BMC Public Health"
"Rural-urban prescribing patterns by primary care and behavioral health providers in older adults with serious mental illness",https://doi.org/10.1186/s12913-022-08813-6,"BMC Health Services Research"
"The gold-ringed octopus (Amphioctopus fangsiao) genome and cerebral single-nucleus transcriptomes provide insights into the evolution of karyotype and neural novelties",https://doi.org/10.1186/s12915-022-01500-2,"BMC Biology"
"#fitspiration: a comparison of the sport-related social media usage and its impact on body image in young adults",https://doi.org/10.1186/s40359-022-01027-9,"BMC Psychology"
"Contacts with general practitioners, dentists, and medical specialists among nursing home residents: a cross-sectional study in 44 German nursing homes",https://doi.org/10.1186/s12913-021-07429-6,"BMC Health Services Research"
"Prevalence and molecular characterization of Vibrio cholerae from fruits and salad vegetables sold in Jakarta, Indonesia, using most probable number and PCR",https://doi.org/10.1186/s13104-022-05955-y,"BMC Research Notes"
"Haematological consequences of acute uncomplicated falciparum malaria: a WorldWide Antimalarial Resistance Network pooled analysis of individual patient data",https://doi.org/10.1186/s12916-022-02265-9,"BMC Medicine"
"﻿Implementing wildlife fences along highways at the appropriate spatial scale: A case study of reducing road mortality of Florida Key deer",https://doi.org/10.3897/natureconservation.47.72321,"Nature Conservation"
"Association between statin use and physical performance in home-dwelling older patients receiving polypharmacy: cross-sectional study",https://doi.org/10.1186/s12877-022-02942-7,"BMC Geriatrics"
"Awareness of HIV functional cure and willingness in participating in related clinical trials: comparison between antiretroviral naïve and experienced men who have sex with men living with HIV",https://doi.org/10.1186/s12879-022-07346-x,"BMC Infectious Diseases"
"Accumulation-depuration data collection in support of toxicokinetic modelling",https://doi.org/10.1038/s41597-022-01248-y,"Scientific Data"
"Differences in medical costs among urban lung cancer patients with different health insurance schemes: a retrospective study",https://doi.org/10.1186/s12913-022-07957-9,"BMC Health Services Research"
"The effect of TGF-β1 polymorphisms on pulmonary disease progression in patients with cystic fibrosis",https://doi.org/10.1186/s12890-022-01977-1,"BMC Pulmonary Medicine"
"Manual therapy versus advice to stay active for nonspecific back and/or neck pain: a cost-effectiveness analysis",https://doi.org/10.1186/s12998-022-00431-7,"Chiropractic & Manual Therapies"
"Single-molecule long-read sequencing analysis improves genome annotation and sheds new light on the transcripts and splice isoforms of Zoysia japonica",https://doi.org/10.1186/s12870-022-03640-7,"BMC Plant Biology"
"Foxtail mosaic virus-induced gene silencing (VIGS) in switchgrass (Panicum virgatum L.)",https://doi.org/10.1186/s13007-022-00903-0,"Plant Methods"
"Revisiting five decades of &amp;lt;sup&amp;gt;234&amp;lt;/sup&amp;gt;Th data: a comprehensive global oceanic compilation",https://doi.org/10.5194/essd-14-2639-2022,"Earth system science data"
"Gene expression variation explains maize seed germination heterosis",https://doi.org/10.1186/s12870-022-03690-x,"BMC Plant Biology"
"In search of the Aplysia immunome: an in silico study",https://doi.org/10.1186/s12864-022-08780-6,"BMC Genomics"
"Being silenced, loneliness and being heard: understanding pathways to intimate partner violence &amp; abuse in young adults. a mixed-methods study",https://doi.org/10.1186/s12889-022-13990-4,"BMC Public Health"
"Capturing the COVID-19 Crisis through Public Health and Social Measures Data Science",https://doi.org/10.1038/s41597-022-01616-8,"Scientific Data"
"Constitutive overexpression of GsIMaT2 gene from wild soybean enhances rhizobia interaction and increase nodulation in soybean (Glycine max)",https://doi.org/10.1186/s12870-022-03811-6,"BMC Plant Biology"
